symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
LATS2	0.35268697549348854	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.16566114234916676	0.08663013865965599	No data	No data	0	0	1	1	0	0.1222450000000002	No data	-0.6970766685052399	-0.8988824237637644	0	No data	-1	0	-1	-1
PPARG	0.3525426598704699	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	0.06079307976116211	No data	No data	No data	0.8242334255791917	No data	No data	1	0	0	1	1	1	0.9157899999999998	1	-0.5346938775510204	-0.9812084574342594	0	-1	-1	0	0.5	0
KDM6A	0.352498977835941	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.1979785887694948	No data	No data	No data	0	0	1	1	0	0.6937350000000002	1	No data	-0.9468563286798178	0	No data	-1	-0.6490024999999999	-1	-1
TPM3	0.35215822796686747	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.06486273532224847	0.15794055319542155	No data	No data	0	0	0	0	0	0.94737	No data	-0.6761169332597904	-0.15942831788211487	0	No data	No data	-0.77193	0.75	-1
WWTR1	0.3515443986260518	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.8456975715493172	0.18177819280324303	No data	No data	0	0	0	0	0	0.5375	No data	-0.6434638720353005	-0.923050661645666	0	No data	-1	0	-1	0
JAK1	0.35148587451022717	0.07365728984174136	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	0.44074982826842524	No data	No data	No data	0.30783004520616164	No data	No data	1	0	0	1	1	0	0.7400350000000003	1	-0.9731936017650303	-0.9404145109122005	0	No data	-1	0	-1	-1
MAP3K13	0.35148584096576324	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.1646479243531474	No data	No data	0.75	0	0	1	1	0	0.4513449999999999	No data	-0.5007170435741864	No data	0	No data	-1	0	-1	-1
JAK3	0.3513341307167723	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	0.42555155832813474	No data	No data	No data	0.701189070661904	No data	No data	1	1	0	1	1	1	0.1014249999999997	1	-0.06254826254826251	-0.8827739924286893	0	No data	-1	0	0.5	0
RMI2	0.35091607202312436	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.14590339142678904	No data	No data	No data	0	0	0	0	0	0.21768500000000018	No data	0.9747380033094319	No data	0	No data	No data	No data	0.5	0
SALL4	0.350907284084154	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.14561428158057416	No data	No data	No data	0	0	1	0	0	0	No data	-0.9659128516271374	-0.9566595684112186	0	No data	-1	0	0.5	0.5
YAP1	0.3502114657038365	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.882636410595611	No data	No data	No data	0	0	1	1	0	0.434525	No data	-0.9491450634307778	-0.8617496046299933	0	No data	-1	0	-1	0
CDH1	0.35020623259379197	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.8824642492224716	No data	No data	No data	1	0	0	0	0	0.05895500000000027	0	-0.6736900165471594	-0.8900187294950584	0	No data	-1	0	0.5	0
PBX1	0.3501871784208295	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.12192389885433068	No data	No data	No data	0	0	0	0	0	1	No data	-0.949034749034749	-0.9280649032790713	0	No data	-1	-0.6220925000000002	-1	-1
ARID1B	0.3501230152516134	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.11981302802929032	No data	No data	No data	1	0	0	0	0	0.48145000000000027	No data	-0.9535576392719249	-0.930689450883437	0	No data	-1	0	-1	-1
TCF7L2	0.3500861599272157	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.11860054382738715	No data	No data	No data	0	0	1	1	0	0.7334400000000002	No data	-0.7158301158301159	-0.8841823322477599	0	-1	-1	0	-1	-1
NFE2L2	0.3499332311871437	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.8734829175406164	No data	No data	1	1	0	1	1	0	0.049584999999999727	0	-0.602426916712631	-0.9657266185660442	0	-1	-1	0	-1	-1
AFF3	0.3498327924046152	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	0.093378170513145	No data	No data	0	0	0	0	0	0.4086449999999999	No data	-0.8734693877551021	-0.6906033536191075	0	No data	No data	0	-1	0
GRIN2A	0.34971242112095396	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	0.15145920343829525	No data	No data	No data	0.015198269940290528	0.23652678830015425	No data	1	0	0	1	1	0	0.7643450000000002	1	-0.9111969111969112	-0.3220483859011447	0	-1	-1	0	1	0.5
BIRC3	0.34950981900978434	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.8595532999254935	No data	No data	0.5	0	0	1	1	0	0	0	-0.6402647545504688	0	0	No data	-1	-0.30463500000000004	0.5	0
RSPO3	0.3493297119199492	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	0.07209923592877697	No data	0.75	0	1	0	0	0	0.46691000000000005	No data	-0.36547159404302265	No data	0	No data	No data	0	0.5	0
DDR2	0.34927606141796097	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	0.16929184016823612	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.7953200000000002	1	-0.8202978488692775	-0.9360423865945657	0	No data	-1	0	-1	0
PREX2	0.349160567713372	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	0	0	0	0.6668750000000003	No data	-0.5010479867622725	-0.26147697585218926	0	No data	-1	0	-1	0
MALT1	0.3490310479775084	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.8438024600550039	No data	No data	1	0	0	1	1	0	0.40534000000000037	1	-0.5949255377826806	0	0	-1	No data	No data	0.5	-1
EXT1	0.34903021067610673	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.08386141709594162	No data	No data	No data	0	0	0	0	0	0.9664900000000003	No data	-0.8553778268063983	-0.7939526908457836	0	No data	No data	0	-1	-1
PRDM16	0.34864212930610594	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.07109412938735903	No data	No data	No data	0	0	0	0	0	0.4161450000000002	No data	-0.8827357970215113	-0.907493866817455	0	No data	-1	0	0.5	0
UBR5	0.3484214080040026	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.9106799999999999	No data	-0.9986762272476558	-0.7875169745103313	0	No data	-1	0	-1	-1
NOTCH2	0.3481467267999908	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.8147096362996757	No data	No data	0.5	1	0	0	1	0	0.6276800000000001	No data	-0.9800330943188086	-0.9636573052809768	0	No data	-1	0	-1	-1
CREB1	0.34814621596081524	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.8146928304665894	No data	No data	No data	0	0	0	1	0	0.9847099999999998	No data	-0.962934362934363	-0.8724805630781415	0	No data	No data	0	-1	-1
BCORL1	0.3481442231129891	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	1	0	0	0	0	0.5350149999999999	No data	No data	-0.7865083325854485	0	No data	-1	0	-1	0
RPL5	0.3477933565277363	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	0.440424438064556	No data	No data	No data	No data	No data	No data	0.2717754630722752	No data	No data	1	0	0	1	1	0	0.9158250000000002	No data	-0.9956977385548814	-0.8997506340313788	-1	No data	-1	No data	-1	-1
GPC3	0.34768660824745407	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.039658937671266686	No data	No data	0.5	1	0	0	0	0	0.6982750000000003	No data	No data	-0.9548343383447718	0	No data	-1	0	1	0
FOXP1	0.34760781901834253	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	0	0	0	0	0.859675	No data	-0.9024820739106454	-0.9249791231689571	0	No data	No data	0	-1	-1
RAD51B	0.3474050634036197	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.24285500000000013	No data	0.4499724214009928	No data	0	No data	No data	0	-1	-1
ASXL1	0.3474050634036197	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	-0.08736900165471595	-0.9309510496751935	0	No data	-1	0	-1	-1
ARHGAP26	0.3474050634036197	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.8484850000000002	No data	-0.697407611693326	-0.11373795551073929	0	No data	-1	0	-1	-1
SOS1	0.3472953700495279	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.02678779511809207	No data	No data	No data	0	0	1	1	1	0.8387099999999996	1	-0.8967457253171539	-0.9710897873897186	0	No data	-1	-0.24418499999999987	-1	-1
DROSHA	0.34703548354893493	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.7816600000000001	No data	-0.8063982349696636	No data	-1	-1	-1	No data	-1	-1
ARID2	0.3469430885852638	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.6021799999999999	No data	-0.9407611693325979	-0.897062475802228	0	No data	-1	No data	-1	-1
PTPRK	0.34648111376690793	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.9340299999999999	No data	-0.6774407060121346	0	0	No data	No data	-0.04340250000000001	-1	0
ZFHX3	0.34648111376690793	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7380499999999998	No data	-0.9627137341423055	-0.8181738194964627	0	No data	-1	0	-1	0
MLLT10	0.34648111376690793	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6582399999999999	No data	-0.8942084942084942	-0.8929713131591288	0	No data	-1	0	0.5	-1
DDX10	0.34648111376690793	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.25714499999999985	No data	-0.1869829012686156	0	-1	No data	-1	0	-1	-1
TBL1XR1	0.34648111376690793	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9513599999999997	No data	-0.970546056260342	-0.8354562841737114	0	No data	-1	-0.6935800000000001	-1	-1
NFATC2	0.34529630340541023	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.7209350354477666	No data	No data	No data	0	0	0	0	0	0.446255	No data	-0.8327633756205185	0	0	-1	No data	0	-1	0
PLAG1	0.3450027943481691	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.7112790332055966	No data	No data	No data	0	0	0	0	0	0.7700000000000002	No data	-0.8238279095421952	-0.23946653726317685	0	No data	No data	0	0.5	0
OLIG2	0.3446228311390394	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.698778820660931	No data	No data	No data	1	0	0	0	0	0.8142400000000002	No data	0.8746828461114176	-0.7981872280961061	0	No data	No data	0	1	0.5
NTRK2	0.34460664220893483	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	0.06079307976116211	No data	No data	No data	0.5576688527641135	0.021926575517228677	No data	1	1	0	1	1	0	0.6062049999999999	1	-0.9886376172090457	-0.9340264022172547	0	-1	-1	0	0.5	0
EXT2	0.3445285483891733	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.6956770613739669	No data	No data	No data	0	0	0	0	0	0.7701949999999996	No data	-0.32630998345284057	-0.44669246097568643	0	No data	No data	0	-1	-1
CDH11	0.34348022835969577	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.6523018824384827	0.01999584452138335	No data	No data	1	0	0	0	0	0.8680900000000001	No data	-0.9236624379481523	-0.7803242851644046	0	No data	-1	-0.15200999999999992	0.5	0
PATZ1	0.3432583023864861	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.6538878969599368	No data	No data	No data	0	0	0	0	0	0.9490549999999999	No data	-0.8608935466078323	-0.9061002770385831	0	No data	No data	0	-1	-1
MLH1	0.3429521467758148	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.6438158423157561	No data	No data	No data	0	0	0	0	0	0.4378300000000003	No data	-0.5200220628792057	-0.7833923999764403	0	No data	-1	0	-1	-1
FAT4	0.3428582390597411	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	0.42913857689835655	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.568535	No data	-0.8735797021511307	-0.8032900328343828	0	No data	-1	0	-1	0
KDM5C	0.3422181128041906	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.6196672393988454	No data	No data	No data	0	0	1	1	0	No data	No data	No data	-0.7868271923620612	0	No data	-1	-0.6233975	-1	-1
CHD4	0.34219501406327285	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.6189073259018308	No data	No data	No data	0	0	0	1	0	0.9293950000000002	No data	-0.9610590182018753	-0.9455517850703155	-1	No data	-1	-0.2860875	-1	-1
CCND1	0.34056110112831744	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.5343754375406945	0.06925192686595791	No data	1	0	0	1	1	0	0.6949150000000003	No data	-0.5568670711527854	-0.7587213577331899	0	-1	-1	-0.042372499999999924	-1	-1
AKT2	0.33980951518736374	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.5404280356509995	No data	No data	1	0	0	1	1	1	0.9064450000000001	1	-0.7965802537231108	-0.7157962501206744	0	-1	-1	-0.5322250000000001	-1	-1
SOCS1	0.3396570628578576	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.5354125855338114	No data	No data	No data	0	0	0	0	0	0.78673	No data	0.6656370656370656	-0.955125568732443	0	No data	-1	0	-1	0
