symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SIDT1	0.011997820057011417	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09867751481046261	No data	No data	0	0	0	0	0	0.5828299999999998	No data	0.410369553226696	-0.21227635348345625	0	No data	No data	0	0.5	0
ENSG00000279874	0.011989430421972397	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0986085132475217	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LINC00566	0.011980949203744444	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09853875844762285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000258866	0.011977219084955578	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09850807963678186	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LIN7A	0.011976393876706657	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	0.053563923786442584	No data	No data	1	0	0	0	0	0.9785400000000003	No data	0.5901820187534472	No data	0	No data	No data	-0.18455000000000013	0.5	0
OASL	0.011972950036793899	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0984729683364624	No data	No data	No data	0	0	0	0	0	0	No data	0.14815223386651954	No data	0	No data	No data	0	0.5	0
FAM13C	0.011972765418784293	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09847144992342649	No data	No data	0	0	0	0	0	0.188035	No data	-0.47490347490347495	No data	0	No data	No data	0	0.5	0
APOBEC1	0.011970280848954507	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09845101527988197	No data	No data	No data	0	0	0	0	0	0	No data	0.21059018201875346	-0.7855198949654757	0	No data	No data	0	1	0.5
MARVELD1	0.011957550876182034	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09834631608695996	No data	No data	No data	1	0	0	0	0	0.42196500000000015	No data	0.17650303364589082	-0.3363979028321229	No data	No data	No data	0	-1	-1
LINC02135	0.011955883885978687	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09833260572543609	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAB27A	0.011955807438364534	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08969174570429453	0.03456092507415878	No data	No data	0	0	0	1	0	0.7963799999999999	No data	0.2777716492002207	-0.3397046799045425	0	-1	No data	-0.264705	0.5	-1
KLHL32	0.011946183070363034	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09825282020006244	No data	No data	0	0	0	0	0	0.9032249999999997	No data	-0.39448428019856596	0	0	No data	No data	0	0.75	0.5
MAOA	0.011945304633086058	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0931957912738615	0.0201992164524406	No data	1	0	0	1	1	0	0.3643250000000002	0	No data	-0.8569400791285722	0	-1	No data	-0.27893749999999995	0.5	0
HTRA3	0.011938833672727812	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	0.09211306621870935	No data	No data	0	1	0	0	0	0.6357599999999998	No data	0.5928295642581356	No data	0	No data	No data	0	0.5	0
ACTN1	0.011911431098223622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09161179380675123	0.025420818466359005	No data	No data	1	0	0	0	0	0.8413550000000001	No data	-0.8615554329840044	0	0	No data	No data	-0.6033925	0.5	-1
PGPEP1	0.011898418099432482	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09785997144887067	No data	No data	No data	0	0	0	0	0	0.7368400000000002	No data	0.4540540540540541	-0.05373224667943238	0	No data	No data	0	-1	-1
PRCP	0.011898418099432482	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09785997144887067	No data	No data	No data	0	0	1	1	1	0	No data	0.2643132928847214	0	0	No data	No data	0	-1	-1
DIAPH3-AS2	0.011894973838599054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09783164371118276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACSS2	0.011888596652284917	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09777919377494666	No data	No data	No data	1	0	1	1	0	0.6790300000000002	No data	-0.31108659680088246	-0.1528751614675486	0	-1	No data	0	0.5	-1
SLC26A3	0.011888151992357909	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09777553661586905	No data	No data	No data	1	0	0	1	0	0.03141499999999979	No data	-0.19249862107004967	-0.7579028504621268	0	No data	No data	0	1	0.5
MICA	0.011876987420731103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09768371225304134	No data	No data	No data	1	0	No data	No data	No data	0	No data	-0.31549917264202976	No data	0	No data	No data	-0.5256025000000001	-1	0
SEPTIN14	0.011860802477853228	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09755059724273542	No data	No data	No data	0	0	0	0	0	0	No data	0.8505239933811362	-0.25316295460357463	0	No data	No data	-0.288195	1	0
SALL2	0.01185305309508943	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09748686151167651	No data	No data	No data	0	0	0	0	0	0.43781000000000037	No data	-0.4058466629895201	-0.4818013350502967	0	No data	No data	0	0.5	0
PRRT3	0.01183689535338032	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	0.09355440273558367	No data	No data	1	0	0	0	0	0	No data	0.5715388858246002	No data	0	No data	No data	0	0.75	0
MIAT	0.011836729657302104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08228567547916932	0.060267727816611	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.2024466188616067	No data	No data	No data	No data	No data	No data
MAGEB18	0.011828542605359045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09728527203943163	No data	No data	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	0	No data	No data
DPYSL4	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.66783	No data	-0.1441809156094871	No data	0	No data	No data	-0.3618874999999999	0.5	0
SEPHS1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	1	0.9744900000000001	No data	-0.9215664644236072	No data	0	No data	No data	-0.3686225	-1	-1
DTYMK	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	1	1	0	0.056604999999999704	No data	0.6095973524544953	-0.3074028175658705	-1	No data	No data	0	-1	-1
KCNH6	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	1	1	0	0	0	0	0.4937350000000002	No data	0.3012686155543298	-0.3301596569293125	0	No data	No data	-0.12317250000000009	0.5	0.5
MXD4	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.5932999999999999	No data	0.5800330943188086	-0.5122418035566692	0	No data	No data	0	-1	-1
GGTLC1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	No data	No data	0	0	0	0	No data	0.2555984555984556	-0.7270951846608492	0	No data	No data	-0.9	0.75	0.5
S100Z	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.49495000000000006	No data	0.8924434638720353	No data	0	No data	No data	0	0.5	0.5
PAF1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.9435049999999997	No data	-0.5739658025372312	No data	-1	No data	No data	No data	-1	-1
ADHFE1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.46467000000000025	No data	-0.0037506894649751432	No data	0	No data	No data	No data	0.5	0
GK2	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.23146500000000003	No data	0.6180915609487039	0	0	No data	No data	-0.71067	1	1
NPHS2	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	1	0	0	0	0	0.3211500000000001	No data	0.5301709873138445	-0.9387043108992806	0	No data	No data	0	1	0.5
SRGAP2	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.9113	No data	-0.6243794815223387	No data	No data	No data	No data	-0.1993475	0.5	-1
DHX15	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.9811300000000003	No data	-0.9785990071704358	-0.5185242486051957	-1	No data	No data	0	-1	-1
CKS1B	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	1	1	0	1	No data	0.037837837837837895	No data	-1	No data	No data	-0.5253174999999999	-1	-1
STOML3	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	1	0	0	0	0	0.5704450000000001	No data	0.5203530060672918	No data	0	No data	No data	-0.09793749999999993	1	0.5
ZDHHC19	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0	No data	0.3965802537231109	0	0	No data	No data	0	1	0.5
COMMD4	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	1	0	0	0	0	0.5226149999999997	No data	0.02228350799779366	No data	0	No data	No data	No data	-1	-1
AGTR2	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	0.5	1	0	1	1	0	0.586775	1	No data	-0.978182844067271	0	-1	No data	0	0.5	0.5
POLR2D	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	1	No data	0.7306122448979593	No data	-1	No data	No data	No data	0.5	-1
FABP6	0.011821624135986529	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0439061131608393	0.08625184196533707	No data	No data	0	0	0	1	1	0	No data	0.5820187534473249	-0.7013752161918202	0	No data	No data	0	1	0
CLEC2D	0.011818432554578186	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09720212071019665	No data	No data	No data	0	0	0	0	0	0	No data	0.6857142857142857	-0.33261048709021274	0	No data	No data	0	0.5	0
HAVCR1	0.011817097960658492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09719114418190647	No data	No data	No data	0	0	0	0	0	0	No data	0.9704357418643133	-0.2107134718819842	0	No data	No data	0	0.75	0.5
ENSG00000237994	0.011811684765682862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09714662270843531	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADIPOR1	0.011806023135761307	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09710005795185614	No data	No data	No data	1	0	0	1	0	0.8399999999999999	No data	-0.6067291781577495	-0.8223042021377133	0	No data	No data	-0.23333249999999986	-1	-1
SIGLEC1	0.011806023135761307	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09710005795185614	No data	No data	No data	1	1	0	0	0	0	No data	0.1838940981798125	-0.2667741347637226	0	No data	No data	0	-1	0
PCIF1	0.011806023135761307	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09710005795185614	No data	No data	No data	0	0	0	0	0	0.7585250000000002	No data	-0.9374517374517375	-0.6009292344978884	0	No data	No data	No data	-1	-1
Y_RNA	0.011788819573225024	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09695856518159451	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.7549025	No data	No data
OR2AJ1	0.011775092603557188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0968456660677335	No data	No data	1	0	0	0	0	0	No data	No data	No data	No data	No data	No data	0	No data	No data
ATG12	0.01177009176100029	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09680453603635047	No data	No data	No data	0	0	0	0	0	0.4642850000000003	No data	0.7780474351902924	-0.022023425318627998	0	No data	No data	No data	-1	-1
ENSG00000264577	0.011768593683774087	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0967922149199332	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GC	0.011764432831365924	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09675799348860818	No data	No data	No data	0	1	0	1	1	0	No data	0.6794263651406509	-0.2662131838030901	0	No data	No data	0	1	0.5
ZNF536	0.011758380224677923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09670821309656537	No data	No data	0	0	0	0	0	0.43461500000000014	No data	-0.9270821842250414	-0.17665677748815223	0	No data	No data	0	0.5	0
TUBG2	0.011755582374645572	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09668520184229644	No data	No data	0	0	0	0	0	0.8780500000000003	No data	-0.112630998345284	No data	0	No data	No data	-0.9445675000000001	0.5	-1
ENSG00000262881	0.011754317312420428	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09667479718579515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCT2	0.011753665989680973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0966694403035479	No data	No data	No data	0	0	0	0	0	0.8785049999999999	No data	-0.7458356315499173	-0.4395229065692238	-1	No data	No data	0	-1	-1
IL12A	0.011753047113362204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09666435028079202	No data	No data	1	0	1	0	0	0	0	No data	0.2857142857142858	-0.6607844572693067	0	-1	No data	No data	0.5	0.5
NTS	0.011752228734690538	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0966576194269277	No data	No data	No data	0	1	0	0	0	0.05882500000000022	No data	0.8531715388858245	No data	0	No data	No data	No data	1	0
AMMECR1-IT1	0.011742294497983457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09657591410169902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC39A14	0.011734067445026477	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	0.09118885523555441	No data	No data	1	0	0	0	0	0.3191049999999997	No data	-0.5787093215664645	-0.8713087616951537	0	No data	No data	0	0.5	-1
MIR1276	0.011728168454694314	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0964597327588172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANTXR1	0.011703362065015557	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09625570962184002	No data	No data	No data	0	0	0	0	0	0.7960999999999998	No data	-0.8493105350248207	0	0	No data	No data	0	0.5	0
INO80-AS1	0.011697989001420947	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09621151821374126	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
EEF1AKMT3	0.011693494876873106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	0.08249611279933788	No data	No data	0	0	0	0	0	0.24778499999999964	No data	0.556977385548814	No data	0	No data	No data	0	-1	-1
REG1A	0.011684870501537964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09610362353284566	No data	No data	No data	0	1	0	0	0	0	No data	0.5753998896856041	-0.7788391291361002	0	No data	No data	-0.668675	1	0
CPNE4	0.011678691212526736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0960528012267912	No data	No data	0	0	0	0	0	0.9730699999999999	No data	-0.6444567015995588	No data	0	No data	No data	-0.22351999999999989	0.75	0.5
ZDHHC2	0.01167153713308437	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09599396163953498	No data	No data	No data	1	0	0	1	0	0.7547699999999999	No data	0.6002206287920573	-0.6715325535361185	0	No data	No data	-0.032697499999999914	0.5	-1
EFS	0.011660791335018085	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09590558153024865	No data	No data	0	0	0	0	0	0.028520000000000323	No data	0.34098179812465523	-0.6112129998752486	0	No data	No data	0	-1	0
SHC3	0.011645074601690751	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	0.09011918355462477	No data	No data	0	0	0	0	0	0.5622900000000002	No data	-0.7709873138444567	No data	0	No data	No data	0	1	0
RRAD	0.011641765422568106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09574910062383032	No data	No data	No data	1	0	0	0	0	0.626625	No data	0.27468284611141747	-0.8030489646848451	0	No data	No data	0	0.75	-1
CES2	0.011641765422568106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09574910062383032	No data	No data	No data	0	0	1	1	0	0	No data	0.05736348593491458	-0.9019622991008341	0	No data	No data	0	0.5	-1
SAMMSON	0.011641765422568106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09574910062383032	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENDOG	0.011641765422568106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09574910062383032	No data	No data	No data	0	0	0	0	0	0.4781149999999997	No data	0.8782129067843354	0	0	No data	No data	0	0.5	-1
G3BP2	0.011641765422568106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09574910062383032	No data	No data	No data	0	0	0	0	0	0.9170099999999998	No data	0.11571980143408722	No data	0	No data	No data	-0.11825749999999999	-1	-1
SRPRA	0.011641765422568106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09574910062383032	No data	No data	No data	0	0	0	1	0	0.8510950000000002	No data	-0.5267512410369553	No data	-1	No data	No data	0	-1	-1
ZNF107	0.011638963260848085	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09572605390756729	No data	No data	0	0	0	0	0	No data	No data	0.9598455598455597	No data	0	No data	No data	-0.20774749999999997	0.5	0
ENSG00000259932	0.011629655122508027	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0956494980036994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACOD1	0.011621233208418957	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0955802309578271	No data	No data	No data	0	0	0	0	0	0.11642500000000026	No data	0.7045780474351904	No data	0	No data	No data	No data	0.5	1
STYXL1	0.011621233208418956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09558023095782708	No data	No data	No data	0	0	0	0	0	0	No data	0.40948703805846653	0	0	No data	No data	0	-1	-1
LRG1	0.011621233208418956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09558023095782708	No data	No data	No data	0	1	0	0	0	0	No data	0.8191947049089907	No data	0	No data	No data	0	1	0
TRPV6	0.011621233208418956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09558023095782708	No data	No data	No data	1	0	1	1	0	0.4444450000000003	No data	-0.5220077220077219	0	0	No data	No data	-0.2745100000000001	0.5	0
PXDC1	0.011619532652778628	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09556624453332772	No data	No data	1	0	0	0	0	0.6103900000000003	No data	-0.29729729729729726	0	0	No data	No data	No data	0.5	-1
SLC25A3	0.011608503235646482	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09547553176490509	No data	No data	No data	0	0	0	0	0	0.4182850000000002	No data	-0.6521787093215665	-0.5650898391580106	-1	No data	No data	0	-1	-1
PTPRU	0.011608503235646482	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09547553176490509	No data	No data	No data	1	0	0	0	0	0.7667149999999999	No data	-0.6599007170435742	-0.10129547872063965	0	No data	No data	0	-1	0
COL4A5	0.0116006565144197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0954109954619442	No data	No data	1	1	1	0	0	0	0.56239	No data	No data	-0.8738202955935117	0	No data	No data	-0.01389750000000003	-1	0
ENSG00000248223	0.011595804670019893	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09537109088383378	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NR2E1	0.011589408276487776	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0953184829755221	No data	No data	No data	0	0	1	1	0	0.94805	No data	-0.9102040816326531	-0.7363488985756217	0	No data	No data	0	0.75	0.5
ENSG00000260681	0.011582147759726047	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09525876798172467	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRY1	0.0115816060351111	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09525431250244087	No data	No data	No data	0	0	1	1	0	0.8122849999999999	No data	-0.39305019305019306	-0.21726204147489936	0	No data	No data	-0.2875425	-1	-1
MIR4447	0.01157785683419309	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09522347674833254	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CNP	0.011573351479765123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09518642191869019	No data	No data	No data	1	0	0	0	0	0.23990500000000026	No data	-0.8154440154440155	-0.6837766933328745	0	No data	No data	No data	1	-1
ENSG00000267786	0.011566249584051952	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0951280115227942	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP2B1-AS1	0.011565220356155613	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09511954651410913	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
A2M	0.011562702588057376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0847072664896556	0.04156628935102105	No data	1	0	1	0	0	0	0	No data	-0.3418643132928847	No data	0	No data	No data	-0.3113975	0.5	-1
LYPD1	0.011542553724466744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09493312207420644	No data	No data	1	0	0	0	0	0.6808500000000002	No data	0.6236072807501378	-0.17073779750080204	0	No data	No data	0	0.75	0.5
